"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CollectableRelicData_descriptionKey-7698d0e8c485d749-294d815b112c64b408a218944e56bb37-v2","CollectableRelicData_descriptionKey-7698d0e8c485d749-294d815b112c64b408a218944e56bb37-v2","When you summon your first [imp] unit each turn, gain [effect0.power][ember] and draw [effect0.power].","CollectableRelicData_descriptionKey-7698d0e8c485d749-294d815b112c64b408a218944e56bb37-v2","","","","(Group: 'CollectableRelicData_FirstImpBonus')

[imp]: Imp
[effect0.power]: A number
[ember]: <sprite name=""Ember"">
[effect0.power]: A number"
"CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Zero]","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Zero]","Your Pyre gets +[effect0.power][pyrehealth].","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Zero]","","","","(Group: 'CollectableRelicData_ModifyTowerMaxHealth')
(Plural form: 'Zero')

[effect0.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[One]","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[One]","Your Pyre gets +[effect0.power][pyrehealth].","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[One]","","","","(Group: 'CollectableRelicData_ModifyTowerMaxHealth')
(Plural form: 'One')

[effect0.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Few]","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Few]","Your Pyre gets +[effect0.power][pyrehealth].","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Few]","","","","(Group: 'CollectableRelicData_ModifyTowerMaxHealth')
(Plural form: 'Few')

[effect0.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Plural]","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Plural]","Your Pyre gets +[effect0.power][pyrehealth].","CollectableRelicData_descriptionKey-780c84f78967f22a-4ecd4b09a52009b4b87f7b60a3600724-v2[Plural]","","","","(Group: 'CollectableRelicData_ModifyTowerMaxHealth')
(Plural form: 'Plural')

[effect0.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-78276627ff2ee52f-f2234ba6a53b4e241bc327fe1c83893b-v2","CollectableRelicData_descriptionKey-78276627ff2ee52f-f2234ba6a53b4e241bc327fe1c83893b-v2","+[effect0.power][capacity] on each floor.","CollectableRelicData_descriptionKey-78276627ff2ee52f-f2234ba6a53b4e241bc327fe1c83893b-v2","","","","(Group: 'CollectableRelicData_AllRoomsMoreCapacity')

[effect0.power]: A number
[capacity]: <sprite name=""Capacity"">"
"CollectableRelicData_descriptionKey-7acef8de009d24e9-7b5ac0246105a2f48b752f0b0e553f6d-v2","CollectableRelicData_descriptionKey-7acef8de009d24e9-7b5ac0246105a2f48b752f0b0e553f6d-v2","At start of turn, the front friendly unit on each floor gains +[effect0.power][health]. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-7acef8de009d24e9-7b5ac0246105a2f48b752f0b0e553f6d-v2","","","","(Group: 'CollectableRelicData_UpgradeMaxHpFrontUnit_Divine')

[effect0.power]: A number
[health]: <sprite name=""Health"">"
"CollectableRelicData_descriptionKey-7b48ef4c8cd76822-df3df5cfd7f041143bb7ec296d7e0a21-v2","CollectableRelicData_descriptionKey-7b48ef4c8cd76822-df3df5cfd7f041143bb7ec296d7e0a21-v2","Friendly units get +[effect0.power][health] and [heal_immune].","CollectableRelicData_descriptionKey-7b48ef4c8cd76822-df3df5cfd7f041143bb7ec296d7e0a21-v2","","","","(Group: 'CollectableRelicData_HealthBuffHealImmunity')

[effect0.power]: A number
[health]: <sprite name=""Health"">
[heal_immune]: <b>Heartless</b>"
"CollectableRelicData_descriptionKey-7ba0601f9a148dcc-f9ec537fec6a6324496191649447add2-v2","CollectableRelicData_descriptionKey-7ba0601f9a148dcc-f9ec537fec6a6324496191649447add2-v2","When played, your Champion gains +[effect0.power]% max health.","CollectableRelicData_descriptionKey-7ba0601f9a148dcc-f9ec537fec6a6324496191649447add2-v2","","","","(Group: 'CollectableRelicData_U3HealthIncreaseChamp')

[effect0.power]: A number"
"CollectableRelicData_descriptionKey-7c192da300a49b34-708a4cd3d6e32c44a80ab9ac6f1ee3d0-v2","CollectableRelicData_descriptionKey-7c192da300a49b34-708a4cd3d6e32c44a80ab9ac6f1ee3d0-v2","Friendly units get +[effect0.power][attack].","CollectableRelicData_descriptionKey-7c192da300a49b34-708a4cd3d6e32c44a80ab9ac6f1ee3d0-v2","","","","(Group: 'CollectableRelicData_U3AttackIncreaseMonsters')

[effect0.power]: A number
[attack]: <sprite name=""Attack"">"
"CollectableRelicData_descriptionKey-7c227f553c46eae5-d992f1b791c2d4e49ab9a3322a58876a-v2","CollectableRelicData_descriptionKey-7c227f553c46eae5-d992f1b791c2d4e49ab9a3322a58876a-v2","The first time each battle a card with [consume] is played, add 2 copies to hand.","CollectableRelicData_descriptionKey-7c227f553c46eae5-d992f1b791c2d4e49ab9a3322a58876a-v2","","","","(Group: 'CollectableRelicData_CopyConsumedCard')

[consume]: <b>Consume</b>"
"CollectableRelicData_descriptionKey-7c773968f5ccf594-93196cd78617c8d439a6f44cc37645d2-v2","CollectableRelicData_descriptionKey-7c773968f5ccf594-93196cd78617c8d439a6f44cc37645d2-v2","When one or more [corrupt] are added to a floor, apply [corruptpoison] [effect0.status0.power] to a random enemy unit, twice.","CollectableRelicData_descriptionKey-7c773968f5ccf594-93196cd78617c8d439a6f44cc37645d2-v2","","","","(Group: 'CollectableRelicData_DamageOnCorruptPlay')

[corrupt]: <sprite name=""ChargedEchoes"">
[corruptpoison]: <b>Reap</b>
[effect0.status0.power]: A number"
"CollectableRelicData_descriptionKey-7d387534ac688311-74e6360ce6edc55419e74c8d0358a3d7-v2","CollectableRelicData_descriptionKey-7d387534ac688311-74e6360ce6edc55419e74c8d0358a3d7-v2","At start of turn, the front friendly unit on each floor gains +[effect0.upgrade.bonushp][health].","CollectableRelicData_descriptionKey-7d387534ac688311-74e6360ce6edc55419e74c8d0358a3d7-v2","","","","(Group: 'CollectableRelicData_UpgradeMaxHpFrontUnit')

[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Zero]","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Zero]","At end of turn, restore [effect0.power] health to friendly units.","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Zero]","","","","(Group: 'CollectableRelicData_WandWoundsRelic')
(Plural form: 'Zero')

[effect0.power]: A number"
"CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[One]","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[One]","At end of turn, restore [effect0.power] health to friendly units.","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[One]","","","","(Group: 'CollectableRelicData_WandWoundsRelic')
(Plural form: 'One')

[effect0.power]: A number"
"CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Few]","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Few]","At end of turn, restore [effect0.power] health to friendly units.","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Few]","","","","(Group: 'CollectableRelicData_WandWoundsRelic')
(Plural form: 'Few')

[effect0.power]: A number"
"CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Plural]","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Plural]","At end of turn, restore [effect0.power] health to friendly units.","CollectableRelicData_descriptionKey-80d7cfe35595759d-a09fbe686ab50e641a566b904fb96f42-v2[Plural]","","","","(Group: 'CollectableRelicData_WandWoundsRelic')
(Plural form: 'Plural')

[effect0.power]: A number"
"CollectableRelicData_descriptionKey-83ac500cbcb1caea-44c0772f0b8a4534998801342084bc33-v2","CollectableRelicData_descriptionKey-83ac500cbcb1caea-44c0772f0b8a4534998801342084bc33-v2","Steward units get +[effect0.upgrade.bonusdamage][attack], +[effect0.upgrade.bonushp][health], [damageshield] [effect0.upgrade.status0.power], and [multistrike] [effect0.upgrade.status1.power].","CollectableRelicData_descriptionKey-83ac500cbcb1caea-44c0772f0b8a4534998801342084bc33-v2","","","","(Group: 'CollectableRelicData_StewardBuff')
This refers to the subtype ""Steward"", not the unit ""Train Steward"" (although it's fine if the localization for both is the same.)
[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">
[damageshield]: <nobr><b>Damage Shield</b></nobr>
[effect0.upgrade.status0.power]: A number
[multistrike]: <b>Multistrike</b>
[effect0.upgrade.status1.power]: A number"
"CollectableRelicData_descriptionKey-853b511621e3094c-ec74370099089be4d85b576069ebb855-v2","CollectableRelicData_descriptionKey-853b511621e3094c-ec74370099089be4d85b576069ebb855-v2","Units cost -2[ember].","CollectableRelicData_descriptionKey-853b511621e3094c-ec74370099089be4d85b576069ebb855-v2","","","","(Group: 'CollectableRelicData_CheaperUnits')

[ember]: <sprite name=""Ember"">"
"CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Zero]","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Zero]","When you play your third spell of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Zero]","","","","(Group: 'CollectableRelicData_IncreaseMagicPowerOnSpellsPlayed_Divine')
(Plural form: 'Zero')

[effect0.power]: A number
[magicpower]: <nobr><b>Magic Power</b></nobr>"
"CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[One]","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[One]","When you play your third spell of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[One]","","","","(Group: 'CollectableRelicData_IncreaseMagicPowerOnSpellsPlayed_Divine')
(Plural form: 'One')

[effect0.power]: A number
[magicpower]: <nobr><b>Magic Power</b></nobr>"
"CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Few]","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Few]","When you play your third spell of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Few]","","","","(Group: 'CollectableRelicData_IncreaseMagicPowerOnSpellsPlayed_Divine')
(Plural form: 'Few')

[effect0.power]: A number
[magicpower]: <nobr><b>Magic Power</b></nobr>"
"CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Plural]","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Plural]","When you play your third spell of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-8575ec559b87a407-b4b567f203d2c214180883f4d09fc648-v2[Plural]","","","","(Group: 'CollectableRelicData_IncreaseMagicPowerOnSpellsPlayed_Divine')
(Plural form: 'Plural')

[effect0.power]: A number
[magicpower]: <nobr><b>Magic Power</b></nobr>"
"CollectableRelicData_descriptionKey-8699ea61f806c761-91d69ecac18830a4aa06e410f37cc906-v2","CollectableRelicData_descriptionKey-8699ea61f806c761-91d69ecac18830a4aa06e410f37cc906-v2","When a card with <b>Extract</b> is played, gain [effect0.power][ember] and [effect1.power][corrupt].","CollectableRelicData_descriptionKey-8699ea61f806c761-91d69ecac18830a4aa06e410f37cc906-v2","","","","(Group: 'CollectableRelicData_ExtractForEmberAndEchos')

[effect0.power]: A number
[ember]: <sprite name=""Ember"">
[effect1.power]: A number
[corrupt]: <sprite name=""ChargedEchoes"">"
"CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Zero]","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Zero]","Deal [effect0.power] damage to enemy units when a [burnout] unit dies.","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Zero]","","","","(Group: 'CollectableRelicData_DamageOnBurnoutDeath')
(Plural form: 'Zero')

[effect0.power]: A number
[burnout]: <b>Burnout</b>"
"CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[One]","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[One]","Deal [effect0.power] damage to enemy units when a [burnout] unit dies.","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[One]","","","","(Group: 'CollectableRelicData_DamageOnBurnoutDeath')
(Plural form: 'One')

[effect0.power]: A number
[burnout]: <b>Burnout</b>"
"CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Few]","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Few]","Deal [effect0.power] damage to enemy units when a [burnout] unit dies.","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Few]","","","","(Group: 'CollectableRelicData_DamageOnBurnoutDeath')
(Plural form: 'Few')

[effect0.power]: A number
[burnout]: <b>Burnout</b>"
"CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Plural]","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Plural]","Deal [effect0.power] damage to enemy units when a [burnout] unit dies.","CollectableRelicData_descriptionKey-8779f0e176882cf6-3e4910125c53bcf42a3c9baa652348ab-v2[Plural]","","","","(Group: 'CollectableRelicData_DamageOnBurnoutDeath')
(Plural form: 'Plural')

[effect0.power]: A number
[burnout]: <b>Burnout</b>"
"CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Zero]","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Zero]","[spikes] deal +[effect0.power] damage per stack.","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Zero]","","","","(Group: 'CollectableRelicData_StrongerSpikes')
(Plural form: 'Zero')

[spikes]: <b>Spikes</b>
[effect0.power]: A number"
"CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[One]","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[One]","[spikes] deal +[effect0.power] damage per stack.","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[One]","","","","(Group: 'CollectableRelicData_StrongerSpikes')
(Plural form: 'One')

[spikes]: <b>Spikes</b>
[effect0.power]: A number"
"CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Few]","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Few]","[spikes] deal +[effect0.power] damage per stack.","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Few]","","","","(Group: 'CollectableRelicData_StrongerSpikes')
(Plural form: 'Few')

[spikes]: <b>Spikes</b>
[effect0.power]: A number"
"CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Plural]","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Plural]","[spikes] deal +[effect0.power] damage per stack.","CollectableRelicData_descriptionKey-8848c4091e86e540-3a59dd97e449ec848ba0b19cde68e471-v2[Plural]","","","","(Group: 'CollectableRelicData_StrongerSpikes')
(Plural form: 'Plural')

[spikes]: <b>Spikes</b>
[effect0.power]: A number"
"CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Zero]","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Zero]","Draw +[effect0.power] each turn. [halfbreak]Your Pyre gets +[effect2.power][attack] and +[effect1.power][pyrehealth].","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Zero]","","","","(Group: 'CollectableRelicData_BossIncreaseTurnDraw2')
(Plural form: 'Zero')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect2.power]: A number
[attack]: <sprite name=""Attack"">
[effect1.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[One]","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[One]","Draw +[effect0.power] each turn. [halfbreak]Your Pyre gets +[effect2.power][attack] and +[effect1.power][pyrehealth].","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[One]","","","","(Group: 'CollectableRelicData_BossIncreaseTurnDraw2')
(Plural form: 'One')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect2.power]: A number
[attack]: <sprite name=""Attack"">
[effect1.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Few]","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Few]","Draw +[effect0.power] each turn. [halfbreak]Your Pyre gets +[effect2.power][attack] and +[effect1.power][pyrehealth].","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Few]","","","","(Group: 'CollectableRelicData_BossIncreaseTurnDraw2')
(Plural form: 'Few')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect2.power]: A number
[attack]: <sprite name=""Attack"">
[effect1.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Plural]","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Plural]","Draw +[effect0.power] each turn. [halfbreak]Your Pyre gets +[effect2.power][attack] and +[effect1.power][pyrehealth].","CollectableRelicData_descriptionKey-88b206009539ca61-ab8dc98ac080e8645a0ff50a96d96ce4-v2[Plural]","","","","(Group: 'CollectableRelicData_BossIncreaseTurnDraw2')
(Plural form: 'Plural')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect2.power]: A number
[attack]: <sprite name=""Attack"">
[effect1.power]: A number
[pyrehealth]: <sprite name=""PyreHealth"">"
"CollectableRelicData_descriptionKey-8b70b38639da20d0-4c655a288d373e048b28bff20a6ed979-v2","CollectableRelicData_descriptionKey-8b70b38639da20d0-4c655a288d373e048b28bff20a6ed979-v2","When you draw any non-Champion card, its cost is randomized between 1[ember] and 3[ember]. Draw +[effect1.power] each turn.","CollectableRelicData_descriptionKey-8b70b38639da20d0-4c655a288d373e048b28bff20a6ed979-v2","","","","(Group: 'CollectableRelicData_RandomCardCostOnDraw')

[ember]: <sprite name=""Ember"">
[ember]: <sprite name=""Ember"">
[effect1.power]: A number"
"CollectableRelicData_descriptionKey-8e4712c615f458fe-7cac186c2ff40d3489b8f615058c9bbc-v2","CollectableRelicData_descriptionKey-8e4712c615f458fe-7cac186c2ff40d3489b8f615058c9bbc-v2","Spells with [annihilate] have [consume] instead.","CollectableRelicData_descriptionKey-8e4712c615f458fe-7cac186c2ff40d3489b8f615058c9bbc-v2","","","","(Group: 'CollectableRelicData_PurgeToExhaust')

[annihilate]: <b>Purge</b>
[consume]: <b>Consume</b>"
"CollectableRelicData_descriptionKey-8e49107aa9cc733c-0855ab14ea90d124ba759676e3e7f31d-v2","CollectableRelicData_descriptionKey-8e49107aa9cc733c-0855ab14ea90d124ba759676e3e7f31d-v2","Rerolls are free.","CollectableRelicData_descriptionKey-8e49107aa9cc733c-0855ab14ea90d124ba759676e3e7f31d-v2","","","","(Group: 'CollectableRelicData_FreeReroll')"
"CollectableRelicData_descriptionKey-8f2907df13c33a97-d329316066a11694c86595d6ec7beb5b-v2","CollectableRelicData_descriptionKey-8f2907df13c33a97-d329316066a11694c86595d6ec7beb5b-v2","+1[ember] per turn for every [effect0.power] [blight] cards in your deck.","CollectableRelicData_descriptionKey-8f2907df13c33a97-d329316066a11694c86595d6ec7beb5b-v2","","","","(Group: 'CollectableRelicData_ScalingBlightEnergyAdd')

[ember]: <sprite name=""Ember"">
[effect0.power]: A number
[blight]: Blight"
"CollectableRelicData_descriptionKey-90c18d952287b4a8-596fdb25cdf51224e942c2413ea0d36e-v2","CollectableRelicData_descriptionKey-90c18d952287b4a8-596fdb25cdf51224e942c2413ea0d36e-v2","Friendly units get +[effect0.power][health]. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-90c18d952287b4a8-596fdb25cdf51224e942c2413ea0d36e-v2","","","","(Group: 'CollectableRelicData_HealthIncreaseMonsters_Divine')

[effect0.power]: A number
[health]: <sprite name=""Health"">"
"CollectableRelicData_descriptionKey-929bba62914fea56-73dbedb36efb4a641bab4cde2e869f57-v2","CollectableRelicData_descriptionKey-929bba62914fea56-73dbedb36efb4a641bab4cde2e869f57-v2","Apply [dazed] to enemy units when they enter the floor below the Pyre Room.","CollectableRelicData_descriptionKey-929bba62914fea56-73dbedb36efb4a641bab4cde2e869f57-v2","","","","(Group: 'CollectableRelicData_DazeBeforePyre')

[dazed]: <b>Dazed</b>"
"CollectableRelicData_descriptionKey-94516cefa9d5b07e-aa07ed759e9bed14e884dfd63ac17fd9-v2","CollectableRelicData_descriptionKey-94516cefa9d5b07e-aa07ed759e9bed14e884dfd63ac17fd9-v2","Apply [damageshield] [effect0.status0.power] to the first friendly unit summoned each turn. Remove this artifact after 1 battle.","CollectableRelicData_descriptionKey-94516cefa9d5b07e-aa07ed759e9bed14e884dfd63ac17fd9-v2","","","","(Group: 'CollectableRelicData_FirstUnitGainDamageShield_Divine')

[damageshield]: <nobr><b>Damage Shield</b></nobr>
[effect0.status0.power]: A number"
"CollectableRelicData_descriptionKey-9662dad3428cd8d3-a4dbd9cdc7e8610499e01492fb4d42b8-v2","CollectableRelicData_descriptionKey-9662dad3428cd8d3-a4dbd9cdc7e8610499e01492fb4d42b8-v2","Gain [effect0.power][coin] when a friendly unit dies.","CollectableRelicData_descriptionKey-9662dad3428cd8d3-a4dbd9cdc7e8610499e01492fb4d42b8-v2","","","","(Group: 'CollectableRelicData_GoldOnDeath')

[effect0.power]: A number
[coin]: <sprite name=""Gold"">"
"CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Zero]","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Zero]","[effect0.power]% chance to remove all [buff] effects on an enemy unit when it enters your train.","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Zero]","","","","(Group: 'CollectableRelicData_ChanceToCleanse')
(Plural form: 'Zero')

[effect0.power]: A number
[buff]: <b>Buff</b>"
"CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[One]","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[One]","[effect0.power]% chance to remove all [buff] effects on an enemy unit when it enters your train.","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[One]","","","","(Group: 'CollectableRelicData_ChanceToCleanse')
(Plural form: 'One')

[effect0.power]: A number
[buff]: <b>Buff</b>"
"CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Few]","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Few]","[effect0.power]% chance to remove all [buff] effects on an enemy unit when it enters your train.","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Few]","","","","(Group: 'CollectableRelicData_ChanceToCleanse')
(Plural form: 'Few')

[effect0.power]: A number
[buff]: <b>Buff</b>"
"CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Plural]","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Plural]","[effect0.power]% chance to remove all [buff] effects on an enemy unit when it enters your train.","CollectableRelicData_descriptionKey-98f2ef17e35ccfd2-c58238f21d4609f4e8e70eb24aa593df-v2[Plural]","","","","(Group: 'CollectableRelicData_ChanceToCleanse')
(Plural form: 'Plural')

[effect0.power]: A number
[buff]: <b>Buff</b>"
"CollectableRelicData_descriptionKey-9a69c075069369cf-edb2f4c621a4dc04e90233ade3a6bb17-v2[Zero]","CollectableRelicData_descriptionKey-9a69c075069369cf-edb2f4c621a4dc04e90233ade3a6bb17-v2[Zero]","When a card with [consume] is played, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","CollectableRelicData_descriptionKey-9a69c075069369cf-edb2f4c621a4dc04e90233ade3a6bb17-v2[Zero]","","","","(Group: 'CollectableRelicData_MagicPowerWhenCardConsumed')
(Plural form: 'Zero')

[consume]: <b>Consume</b>
[effect0.power]: A number
[magicpower]: <nobr><b>Magic Power</b></nobr>"
