"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CharacterChatterData_locKey-d5ac335a8544b4ca-cb36dba79dc0ed64fb65b1f1b965d573-v2","CharacterChatterData_locKey-d5ac335a8544b4ca-cb36dba79dc0ed64fb65b1f1b965d573-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-d5b0553810c170a9-cadc1f8577adaf74babaa2deca6241b7-v2","CharacterChatterData_locKey-d5b0553810c170a9-cadc1f8577adaf74babaa2deca6241b7-v2","","","False","","","(Group: 'CharacterChatterData_UmbraMorselManChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-d5d9dd448eff6e48-cb36dba79dc0ed64fb65b1f1b965d573-v2","CharacterChatterData_locKey-d5d9dd448eff6e48-cb36dba79dc0ed64fb65b1f1b965d573-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-d61e006d8dda3414-de7ffd57b5c592e4ab6e56db07e3c9cd-v2","CharacterChatterData_locKey-d61e006d8dda3414-de7ffd57b5c592e4ab6e56db07e3c9cd-v2","","","False","","","(Group: 'CharacterChatterData_RemnantChampionChatterData_Exile')
Gender: Female"
"CharacterChatterData_locKey-d68a36a33762f334-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","CharacterChatterData_locKey-d68a36a33762f334-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData')
Gender: Female"
"CharacterChatterData_locKey-d691d98df8607e99-73fe372b652a7e846ad64306144d294a-v2","CharacterChatterData_locKey-d691d98df8607e99-73fe372b652a7e846ad64306144d294a-v2","","","False","","","(Group: 'CharacterChatterData_AwokenAnimusChatterData')
Gender: Female"
"CharacterChatterData_locKey-d6ddbcb38e943a12-40fd70251302c414d9202053223fb354-v2","CharacterChatterData_locKey-d6ddbcb38e943a12-40fd70251302c414d9202053223fb354-v2","","","False","","","(Group: 'CharacterChatterData_RemnantChampionChatterData')
Gender: Male"
"CharacterChatterData_locKey-d7721743535af880-1cf9c0eb9efc2104cb950eebe5b558dd-v2","CharacterChatterData_locKey-d7721743535af880-1cf9c0eb9efc2104cb950eebe5b558dd-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-d78084f77043f950-bc4bcfae5c340d4499c0867407db9663-v2","CharacterChatterData_locKey-d78084f77043f950-bc4bcfae5c340d4499c0867407db9663-v2","","","False","","","(Group: 'CharacterChatterData_UmbraChampionChatterData_Exile')
Gender: Neutral"
"CharacterChatterData_locKey-d79d40908282c483-fbe54f84a54b9a44383215965ab460af-v2","CharacterChatterData_locKey-d79d40908282c483-fbe54f84a54b9a44383215965ab460af-v2","","","False","","","(Group: 'CharacterChatterData_T3BossChatterData')
Gender: Male"
"CharacterChatterData_locKey-d80ed5d0f103e671-db6282894af73ba41b6cdd8034be8104-v2","CharacterChatterData_locKey-d80ed5d0f103e671-db6282894af73ba41b6cdd8034be8104-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-d85c90e4613cc60f-3b88e44605eff0b44a6607f110fdf79d-v2","CharacterChatterData_locKey-d85c90e4613cc60f-3b88e44605eff0b44a6607f110fdf79d-v2","","","False","","","(Group: 'CharacterChatterData_HephUnitChatterData')
Gender: Male"
"CharacterChatterData_locKey-d869ec99d0f55430-5ae5e3e969695ba4e92e32bd6d8864d7-v2","CharacterChatterData_locKey-d869ec99d0f55430-5ae5e3e969695ba4e92e32bd6d8864d7-v2","","","False","","","(Group: 'CharacterChatterData_UmbraShroudChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-d89106f2a32edb25-8d7549c8ca86ba948b2265d9355e68e8-v2","CharacterChatterData_locKey-d89106f2a32edb25-8d7549c8ca86ba948b2265d9355e68e8-v2","","","False","","","(Group: 'CharacterChatterData_TrainStewardChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-d8b41613b270ab3d-e58102acf51c2d64b9b4975d7c12cc9d-v2","CharacterChatterData_locKey-d8b41613b270ab3d-e58102acf51c2d64b9b4975d7c12cc9d-v2","","","False","","","(Group: 'CharacterChatterData_AwokenChannelerChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-d8bb934d7f153b61-1adcaadb120eb1c4494dc4a3d161f6bc-v2","CharacterChatterData_locKey-d8bb934d7f153b61-1adcaadb120eb1c4494dc4a3d161f6bc-v2","","","False","","","(Group: 'CharacterChatterData_T2MageBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-d8e7a5eaeb26a2b1-ac3bd72558483444ca58f124326fa49d-v2","CharacterChatterData_locKey-d8e7a5eaeb26a2b1-ac3bd72558483444ca58f124326fa49d-v2","","","False","","","(Group: 'CharacterChatterData_DemonChatterData')
Gender: Male"
"CharacterChatterData_locKey-d957bda47bc99437-8dfb489c2ef810946b8ebe991754aba9-v2","CharacterChatterData_locKey-d957bda47bc99437-8dfb489c2ef810946b8ebe991754aba9-v2","","","False","","","(Group: 'CharacterChatterData_LastDivinityChatterData')
Gender: Male"
"CharacterChatterData_locKey-d9b43b5e18a0759e-22a0da4af680be84cbf278e62c074c89-v2","CharacterChatterData_locKey-d9b43b5e18a0759e-22a0da4af680be84cbf278e62c074c89-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-d9ba0d01cb2b725d-8dfb489c2ef810946b8ebe991754aba9-v2","CharacterChatterData_locKey-d9ba0d01cb2b725d-8dfb489c2ef810946b8ebe991754aba9-v2","","","False","","","(Group: 'CharacterChatterData_LastDivinityChatterData')
Gender: Male"
"CharacterChatterData_locKey-d9d73d40db8d3a93-3d846d3d622d2ea43bf395e2500e6b4a-v2","CharacterChatterData_locKey-d9d73d40db8d3a93-3d846d3d622d2ea43bf395e2500e6b4a-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedChampionChatterData_Exile')
Gender: Female"
"CharacterChatterData_locKey-d9dab608803f7f5f-1cf9c0eb9efc2104cb950eebe5b558dd-v2","CharacterChatterData_locKey-d9dab608803f7f5f-1cf9c0eb9efc2104cb950eebe5b558dd-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-dae262609b3b8b71-8d7549c8ca86ba948b2265d9355e68e8-v2","CharacterChatterData_locKey-dae262609b3b8b71-8d7549c8ca86ba948b2265d9355e68e8-v2","","","False","","","(Group: 'CharacterChatterData_TrainStewardChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-dafc819bdb47d853-200a81cb2220bfb47b1038aa5c79dc87-v2","CharacterChatterData_locKey-dafc819bdb47d853-200a81cb2220bfb47b1038aa5c79dc87-v2","","","False","","","(Group: 'CharacterChatterData_T6BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-db38040c60859cd6-d9a2a654ac8bb7f488608b054bfe5609-v2","CharacterChatterData_locKey-db38040c60859cd6-d9a2a654ac8bb7f488608b054bfe5609-v2","","","False","","","(Group: 'CharacterChatterData_T7BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-db66db4dea31397d-fb201e19e4a340740a51eba5ddc13c16-v2","CharacterChatterData_locKey-db66db4dea31397d-fb201e19e4a340740a51eba5ddc13c16-v2","","","False","","","(Group: 'CharacterChatterData_T2BossChatterData')
Gender: Male"
"CharacterChatterData_locKey-dbcfaeb85f5a2c6f-cadc1f8577adaf74babaa2deca6241b7-v2","CharacterChatterData_locKey-dbcfaeb85f5a2c6f-cadc1f8577adaf74babaa2deca6241b7-v2","","","False","","","(Group: 'CharacterChatterData_UmbraMorselManChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-dbd474d51bbc3d87-d5dfcfbea7781604ab963738aa36495f-v2","CharacterChatterData_locKey-dbd474d51bbc3d87-d5dfcfbea7781604ab963738aa36495f-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-dc1de79725c5e00d-5ae5e3e969695ba4e92e32bd6d8864d7-v2","CharacterChatterData_locKey-dc1de79725c5e00d-5ae5e3e969695ba4e92e32bd6d8864d7-v2","","","False","","","(Group: 'CharacterChatterData_UmbraShroudChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-dc93e24e160fc9f5-cb36dba79dc0ed64fb65b1f1b965d573-v2","CharacterChatterData_locKey-dc93e24e160fc9f5-cb36dba79dc0ed64fb65b1f1b965d573-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-dc9a24e710f7e779-cb36dba79dc0ed64fb65b1f1b965d573-v2","CharacterChatterData_locKey-dc9a24e710f7e779-cb36dba79dc0ed64fb65b1f1b965d573-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-dd94289fa2494c47-740973495f7bfac4193c83c492e75b85-v2","CharacterChatterData_locKey-dd94289fa2494c47-740973495f7bfac4193c83c492e75b85-v2","","","False","","","(Group: 'CharacterChatterData_StygianEelsChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-dd9b16a15f464042-d5dfcfbea7781604ab963738aa36495f-v2","CharacterChatterData_locKey-dd9b16a15f464042-d5dfcfbea7781604ab963738aa36495f-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-ddc52983569f6427-524721b237e91b84cb0b44921732f270-v2","CharacterChatterData_locKey-ddc52983569f6427-524721b237e91b84cb0b44921732f270-v2","","","False","","","(Group: 'CharacterChatterData_T2EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-de5ca226c88d3e0f-e58102acf51c2d64b9b4975d7c12cc9d-v2","CharacterChatterData_locKey-de5ca226c88d3e0f-e58102acf51c2d64b9b4975d7c12cc9d-v2","","","False","","","(Group: 'CharacterChatterData_AwokenChannelerChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-df68c67800f6b0da-73fe372b652a7e846ad64306144d294a-v2","CharacterChatterData_locKey-df68c67800f6b0da-73fe372b652a7e846ad64306144d294a-v2","","","False","","","(Group: 'CharacterChatterData_AwokenAnimusChatterData')
Gender: Female"
"CharacterChatterData_locKey-df758edb54fc5eb6-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","CharacterChatterData_locKey-df758edb54fc5eb6-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedApexImpChatterData')
Gender: Male"
"CharacterChatterData_locKey-df8cb7aae7c9999e-bfd7fb9f7f884f446baeffede9f3fe8c-v2","CharacterChatterData_locKey-df8cb7aae7c9999e-bfd7fb9f7f884f446baeffede9f3fe8c-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedChampionChatterData')
Gender: Male"
"CharacterChatterData_locKey-e020e5614e1d704f-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","CharacterChatterData_locKey-e020e5614e1d704f-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedApexImpChatterData')
Gender: Male"
"CharacterChatterData_locKey-e0386350307ce8fc-ff6a01d22c1452240b31ac42e1f9dffd-v2","CharacterChatterData_locKey-e0386350307ce8fc-ff6a01d22c1452240b31ac42e1f9dffd-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWicklessChatterData')
Gender: Male"
"CharacterChatterData_locKey-e0812f7b7a034d0e-ff6a01d22c1452240b31ac42e1f9dffd-v2","CharacterChatterData_locKey-e0812f7b7a034d0e-ff6a01d22c1452240b31ac42e1f9dffd-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWicklessChatterData')
Gender: Male"
"CharacterChatterData_locKey-e0bc548e4e4c692b-436c0a90feb08c84599f0c766f9f2d16-v2","CharacterChatterData_locKey-e0bc548e4e4c692b-436c0a90feb08c84599f0c766f9f2d16-v2","","","False","","","(Group: 'CharacterChatterData_WurmkinFenChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-e0c13dad08f29c4f-8214162c0e36a7345a914767c5e44b1c-v2","CharacterChatterData_locKey-e0c13dad08f29c4f-8214162c0e36a7345a914767c5e44b1c-v2","","","False","","","(Group: 'CharacterChatterData_T1JunkerBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e0ea49d0ca8498b7-0cc11ff860bb0a046923c6c3777e6a05-v2","CharacterChatterData_locKey-e0ea49d0ca8498b7-0cc11ff860bb0a046923c6c3777e6a05-v2","","","False","","","(Group: 'CharacterChatterData_T5StealthBossChatterData')
Gender: Female"
"CharacterChatterData_locKey-e10291578309afa2-f620829f217c2bd44925f5d644b1e791-v2","CharacterChatterData_locKey-e10291578309afa2-f620829f217c2bd44925f5d644b1e791-v2","","","False","","","(Group: 'CharacterChatterData_TreasureCherubChatterData')
Gender: Male"
"CharacterChatterData_locKey-e1120f57596ab101-bc4bcfae5c340d4499c0867407db9663-v2","CharacterChatterData_locKey-e1120f57596ab101-bc4bcfae5c340d4499c0867407db9663-v2","","","False","","","(Group: 'CharacterChatterData_UmbraChampionChatterData_Exile')
Gender: Neutral"
"CharacterChatterData_locKey-e116dc1850b545db-d5dfcfbea7781604ab963738aa36495f-v2","CharacterChatterData_locKey-e116dc1850b545db-d5dfcfbea7781604ab963738aa36495f-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-e1214a5ca9803b4c-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","CharacterChatterData_locKey-e1214a5ca9803b4c-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData')
Gender: Female"
"CharacterChatterData_locKey-e15b2c0ecc4a03ea-db6282894af73ba41b6cdd8034be8104-v2","CharacterChatterData_locKey-e15b2c0ecc4a03ea-db6282894af73ba41b6cdd8034be8104-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e1874fed153670a5-3d80ee809c25eb34891afd30938a3c3a-v2","CharacterChatterData_locKey-e1874fed153670a5-3d80ee809c25eb34891afd30938a3c3a-v2","","","False","","","(Group: 'CharacterChatterData_SeraphBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e18d74df8031daba-f6f12c46584585c46ab2c876863b6c9e-v2","CharacterChatterData_locKey-e18d74df8031daba-f6f12c46584585c46ab2c876863b6c9e-v2","","","False","","","(Group: 'CharacterChatterData_AwokenHollowChatterData')
Gender: Male"
"CharacterChatterData_locKey-e1cfc0be322c7566-3d80ee809c25eb34891afd30938a3c3a-v2","CharacterChatterData_locKey-e1cfc0be322c7566-3d80ee809c25eb34891afd30938a3c3a-v2","","","False","","","(Group: 'CharacterChatterData_SeraphBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e21d3807eaf71412-82041ecfe4f316148b66fb2d649f63dc-v2","CharacterChatterData_locKey-e21d3807eaf71412-82041ecfe4f316148b66fb2d649f63dc-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e2c9fb202554326e-af0da8e1e3ebe6843a53deda465ac040-v2","CharacterChatterData_locKey-e2c9fb202554326e-af0da8e1e3ebe6843a53deda465ac040-v2","","","False","","","(Group: 'CharacterChatterData_ImpChatterData')
Gender: Male"
"CharacterChatterData_locKey-e2d727edbb3e687a-ac3bd72558483444ca58f124326fa49d-v2","CharacterChatterData_locKey-e2d727edbb3e687a-ac3bd72558483444ca58f124326fa49d-v2","","","False","","","(Group: 'CharacterChatterData_DemonChatterData')
Gender: Male"
"CharacterChatterData_locKey-e334d41173dc6cbe-fbe54f84a54b9a44383215965ab460af-v2","CharacterChatterData_locKey-e334d41173dc6cbe-fbe54f84a54b9a44383215965ab460af-v2","","","False","","","(Group: 'CharacterChatterData_T3BossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e378793a75b835d8-6a56a2c43292d344491c4c40e7e0df27-v2","CharacterChatterData_locKey-e378793a75b835d8-6a56a2c43292d344491c4c40e7e0df27-v2","","","False","","","(Group: 'CharacterChatterData_UmbraMorselChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-e386ecd89042d571-419d8cd2ce3094745aeedbadd1235e55-v2","CharacterChatterData_locKey-e386ecd89042d571-419d8cd2ce3094745aeedbadd1235e55-v2","","","False","","","(Group: 'CharacterChatterData_WurmkinChiefChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-e3be40a4473d0540-3a3b37382c998454c81a494e8870cabd-v2","CharacterChatterData_locKey-e3be40a4473d0540-3a3b37382c998454c81a494e8870cabd-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData_Exile')
Gender: Male"
"CharacterChatterData_locKey-e3fc5f91bd0e76ce-cc339ae174c2c2e4fbd451c009b44adb-v2","CharacterChatterData_locKey-e3fc5f91bd0e76ce-cc339ae174c2c2e4fbd451c009b44adb-v2","","","False","","","(Group: 'CharacterChatterData_T5BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-e4294dcf597b1a54-81ac49dc701c40843af791c933b69a27-v2","CharacterChatterData_locKey-e4294dcf597b1a54-81ac49dc701c40843af791c933b69a27-v2","","","False","","","(Group: 'CharacterChatterData_StygianSirenChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-e4676c6df25da6de-cdb37d6f5b64a14419b4b5ffe3361321-v2","CharacterChatterData_locKey-e4676c6df25da6de-cdb37d6f5b64a14419b4b5ffe3361321-v2","","","False","","","(Group: 'CharacterChatterData_StygianSirenChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e488b3f124392fe2-cc339ae174c2c2e4fbd451c009b44adb-v2","CharacterChatterData_locKey-e488b3f124392fe2-cc339ae174c2c2e4fbd451c009b44adb-v2","","","False","","","(Group: 'CharacterChatterData_T5BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-e4a407971ff2a273-200a81cb2220bfb47b1038aa5c79dc87-v2","CharacterChatterData_locKey-e4a407971ff2a273-200a81cb2220bfb47b1038aa5c79dc87-v2","","","False","","","(Group: 'CharacterChatterData_T6BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-e5a249c773ae396f-c0385252aab2f164d807b88c29a8cb2a-v2","CharacterChatterData_locKey-e5a249c773ae396f-c0385252aab2f164d807b88c29a8cb2a-v2","","","False","","","(Group: 'CharacterChatterData_WurmkinEchowrightChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-e61743b47d4efd24-ce546150ffdd4ae4a8d95bc7672f05fc-v2","CharacterChatterData_locKey-e61743b47d4efd24-ce546150ffdd4ae4a8d95bc7672f05fc-v2","","","False","","","(Group: 'CharacterChatterData_RemnantTombChatterData')
Gender: Male"
"CharacterChatterData_locKey-e68970fbc84f60e3-ee93daa03a303ac4bb4979fbb24e5987-v2","CharacterChatterData_locKey-e68970fbc84f60e3-ee93daa03a303ac4bb4979fbb24e5987-v2","","","False","","","(Group: 'CharacterChatterData_DefaultHeroCharacterChatterData')
Gender: Male"
"CharacterChatterData_locKey-e6bbfa87c8a6a11f-3a3b37382c998454c81a494e8870cabd-v2","CharacterChatterData_locKey-e6bbfa87c8a6a11f-3a3b37382c998454c81a494e8870cabd-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData_Exile')
Gender: Male"
"CharacterChatterData_locKey-e70474e2f7e7b96a-cc339ae174c2c2e4fbd451c009b44adb-v2","CharacterChatterData_locKey-e70474e2f7e7b96a-cc339ae174c2c2e4fbd451c009b44adb-v2","","","False","","","(Group: 'CharacterChatterData_T5BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-e7116891d245e7b3-11d4faca554759d4593e9c4a55e01ca6-v2","CharacterChatterData_locKey-e7116891d245e7b3-11d4faca554759d4593e9c4a55e01ca6-v2","","","False","","","(Group: 'CharacterChatterData_DanteChatterData')
Gender: Male"
"CharacterChatterData_locKey-e715399f1fab5ae0-bc4bcfae5c340d4499c0867407db9663-v2","CharacterChatterData_locKey-e715399f1fab5ae0-bc4bcfae5c340d4499c0867407db9663-v2","","","False","","","(Group: 'CharacterChatterData_UmbraChampionChatterData_Exile')
Gender: Neutral"
"CharacterChatterData_locKey-e71bdc00830f766e-c22e22814c9c0c245b3167b6080dddf2-v2","CharacterChatterData_locKey-e71bdc00830f766e-c22e22814c9c0c245b3167b6080dddf2-v2","","","False","","","(Group: 'CharacterChatterData_T2EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e7be8f86d23a3b33-ae60934380f1aa64ba5d3843ac75bb74-v2","CharacterChatterData_locKey-e7be8f86d23a3b33-ae60934380f1aa64ba5d3843ac75bb74-v2","","","False","","","(Group: 'CharacterChatterData_AwokenChampionChatterData')
Gender: Female"
"CharacterChatterData_locKey-e7f4ab44ad75b89c-c0385252aab2f164d807b88c29a8cb2a-v2","CharacterChatterData_locKey-e7f4ab44ad75b89c-c0385252aab2f164d807b88c29a8cb2a-v2","","","False","","","(Group: 'CharacterChatterData_WurmkinEchowrightChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-e8290c5cc7de8481-22a0da4af680be84cbf278e62c074c89-v2","CharacterChatterData_locKey-e8290c5cc7de8481-22a0da4af680be84cbf278e62c074c89-v2","","","False","","","(Group: 'CharacterChatterData_RemnantWaxerChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e82f8378894af8e6-99b124989cd7cd04e803b0b03e7a0a26-v2","CharacterChatterData_locKey-e82f8378894af8e6-99b124989cd7cd04e803b0b03e7a0a26-v2","","","False","","","(Group: 'CharacterChatterData_T1BossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e8687a60e7c05108-82041ecfe4f316148b66fb2d649f63dc-v2","CharacterChatterData_locKey-e8687a60e7c05108-82041ecfe4f316148b66fb2d649f63dc-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e86919b0a79a4806-1cf9c0eb9efc2104cb950eebe5b558dd-v2","CharacterChatterData_locKey-e86919b0a79a4806-1cf9c0eb9efc2104cb950eebe5b558dd-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Female')
Gender: Female"
"CharacterChatterData_locKey-e87889f21d939c7a-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","CharacterChatterData_locKey-e87889f21d939c7a-20c6a15b4ce8f3145bd5e17ca12d8beb-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData')
Gender: Female"
"CharacterChatterData_locKey-e89c12dfad4cdf3c-db6282894af73ba41b6cdd8034be8104-v2","CharacterChatterData_locKey-e89c12dfad4cdf3c-db6282894af73ba41b6cdd8034be8104-v2","","","False","","","(Group: 'CharacterChatterData_T1EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e8a665fbc5a2f035-bfd7fb9f7f884f446baeffede9f3fe8c-v2","CharacterChatterData_locKey-e8a665fbc5a2f035-bfd7fb9f7f884f446baeffede9f3fe8c-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedChampionChatterData')
Gender: Male"
"CharacterChatterData_locKey-e8ac15fef9f66b69-fbe54f84a54b9a44383215965ab460af-v2","CharacterChatterData_locKey-e8ac15fef9f66b69-fbe54f84a54b9a44383215965ab460af-v2","","","False","","","(Group: 'CharacterChatterData_T3BossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e98324c72ad6fa2f-c8fdd7801799e5c47986cf65cb829a69-v2","CharacterChatterData_locKey-e98324c72ad6fa2f-c8fdd7801799e5c47986cf65cb829a69-v2","","","False","","","(Group: 'CharacterChatterData_AwokenSteelsingerChatterData')
Gender: Female"
"CharacterChatterData_locKey-e9abd398f2ee64ad-82041ecfe4f316148b66fb2d649f63dc-v2","CharacterChatterData_locKey-e9abd398f2ee64ad-82041ecfe4f316148b66fb2d649f63dc-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Male')
Gender: Male"
"CharacterChatterData_locKey-e9cce977bf12f556-9cda3a4763fa90a47a23184523064890-v2","CharacterChatterData_locKey-e9cce977bf12f556-9cda3a4763fa90a47a23184523064890-v2","","","False","","","(Group: 'CharacterChatterData_T4JunkerBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-e9cd291bb0873125-cc339ae174c2c2e4fbd451c009b44adb-v2","CharacterChatterData_locKey-e9cd291bb0873125-cc339ae174c2c2e4fbd451c009b44adb-v2","","","False","","","(Group: 'CharacterChatterData_T5BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-ea0843a1f38975fd-ac3bd72558483444ca58f124326fa49d-v2","CharacterChatterData_locKey-ea0843a1f38975fd-ac3bd72558483444ca58f124326fa49d-v2","","","False","","","(Group: 'CharacterChatterData_DemonChatterData')
Gender: Male"
"CharacterChatterData_locKey-ea0b256e535be3c7-cadc1f8577adaf74babaa2deca6241b7-v2","CharacterChatterData_locKey-ea0b256e535be3c7-cadc1f8577adaf74babaa2deca6241b7-v2","","","False","","","(Group: 'CharacterChatterData_UmbraMorselManChatterData')
Gender: Neutral"
"CharacterChatterData_locKey-eb305cf4e1d3b79c-3d80ee809c25eb34891afd30938a3c3a-v2","CharacterChatterData_locKey-eb305cf4e1d3b79c-3d80ee809c25eb34891afd30938a3c3a-v2","","","False","","","(Group: 'CharacterChatterData_SeraphBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-ebb3f96b94d7e6f0-9cda3a4763fa90a47a23184523064890-v2","CharacterChatterData_locKey-ebb3f96b94d7e6f0-9cda3a4763fa90a47a23184523064890-v2","","","False","","","(Group: 'CharacterChatterData_T4JunkerBossChatterData')
Gender: Male"
"CharacterChatterData_locKey-ec3db44ade65bd1a-200a81cb2220bfb47b1038aa5c79dc87-v2","CharacterChatterData_locKey-ec3db44ade65bd1a-200a81cb2220bfb47b1038aa5c79dc87-v2","","","False","","","(Group: 'CharacterChatterData_T6BossChatterData')
Gender: Female"
"CharacterChatterData_locKey-ec480a56b62ba295-de417a24e7156bc4891a6b688e9b77ec-v2","CharacterChatterData_locKey-ec480a56b62ba295-de417a24e7156bc4891a6b688e9b77ec-v2","","","False","","","(Group: 'CharacterChatterData_AwokenChampionChatterData_Exile')
Gender: Male"
"CharacterChatterData_locKey-ec605d343ac4a90d-3a3b37382c998454c81a494e8870cabd-v2","CharacterChatterData_locKey-ec605d343ac4a90d-3a3b37382c998454c81a494e8870cabd-v2","","","False","","","(Group: 'CharacterChatterData_StygianChampionChatterData_Exile')
Gender: Male"
"CharacterChatterData_locKey-ec8088acba05a215-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","CharacterChatterData_locKey-ec8088acba05a215-1dfb162fdb8ef8f488b19ff4a7d3ec05-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedApexImpChatterData')
Gender: Male"
"CharacterChatterData_locKey-ecbc87e4d19cf836-bfd7fb9f7f884f446baeffede9f3fe8c-v2","CharacterChatterData_locKey-ecbc87e4d19cf836-bfd7fb9f7f884f446baeffede9f3fe8c-v2","","","False","","","(Group: 'CharacterChatterData_HellhornedChampionChatterData')
Gender: Male"
"CharacterChatterData_locKey-ecda834bea3e171d-82041ecfe4f316148b66fb2d649f63dc-v2","CharacterChatterData_locKey-ecda834bea3e171d-82041ecfe4f316148b66fb2d649f63dc-v2","","","False","","","(Group: 'CharacterChatterData_T3EnemiesChatterData_Male')
Gender: Male"
